PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
96,2023-05-30,19:59:04.46,6,2,"Scafidi, Christian",1000057224,Right,ROC_VIB,"Guenther, Jakob",1000248811,Left,MIS_PAD,Undefined,3,Bottom,1,0,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,92.80392,-1.48343,-1.175739,2541.52157,179.679567,12:00,6.6067,1.45574,6.01658,-14.05083,18.03903,-0.09551,4.06112,0.35855,85.25547,-4.168219,-1.192919,0.407714,,,,,,,,,,,,-0.25657,9.94402,-1.36356,50,6.48252,2.77184,-134.85383,-3.88806,-0.47546,27.57706,-13.74579,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,b8992cf0-ff56-11ed-b453-ebf3d8e2a684,92.44826,,,7.54844,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,01:59:04.46,2023-05-30T19:59:04.4633644-06:00,2023-05-31T01:59:04.4633644Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,824f6849-b7a4-4b07-844e-8c0ac2bbdeac,54.47999,-135.76688,13.78853,6.60371,-3.43295,-6.87289,-1.45559,2.78758,-0.23773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
97,2023-05-30,19:59:19.16,6,3,"Scafidi, Christian",1000057224,Right,ROC_VIB,"Guenther, Jakob",1000248811,Left,MIS_PAD,Undefined,3,Bottom,1,0,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.73426,-2.362287,-2.134992,2641.617374,102.033883,9:30,6.27513,1.50216,5.43327,-36.63537,2.5063,-5.47492,1.00719,-0.95436,78.24855,-9.037003,-3.110287,0.450289,,,,,,,,,,,,2.12709,2.32634,-1.30904,50,6.04027,4.85833,-124.20678,-6.44517,3.28396,27.59938,-28.58248,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,c15cd3f0-ff56-11ed-b453-ebf3d8e2a684,83.70725,,,7.48571,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,01:59:19.16,2023-05-30T19:59:19.1664684-06:00,2023-05-31T01:59:19.1664684Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,28b27f19-0f25-4579-8128-19458efc0a98,55.06528,-125.32726,13.79969,6.27837,-5.28478,-14.29124,-1.50357,4.725,1.64198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
98,2023-05-30,19:59:36.39,6,4,"Scafidi, Christian",1000057224,Right,ROC_VIB,"Guenther, Jakob",1000248811,Left,MIS_PAD,Undefined,3,Bottom,1,1,2,Fastball,Cutter,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,92.96615,-3.418683,-2.733892,2600.898191,167.167258,11:30,6.46907,1.21833,5.97569,-13.02713,19.18686,-4.14571,2.20697,-1.66339,85.47341,-5.901211,-3.477351,0.408501,,,,,,,,,,,,1.44327,11.17961,-0.99954,50,6.19118,6.60661,-134.82338,-8.44278,2.66504,28.43455,-11.53052,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,cb9ba940-ff56-11ed-b453-ebf3d8e2a684,92.27001,,,7.49274,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,01:59:36.39,2023-05-30T19:59:36.3951148-06:00,2023-05-31T01:59:36.3951148Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,e597c3ae-59bd-4141-a9ae-6c1f84b1a942,54.52512,-135.77438,14.21727,6.46711,-8.05713,-5.76526,-1.21901,6.51748,1.33252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
99,2023-05-30,20:00:08.45,7,1,"Scafidi, Christian",1000057224,Right,ROC_VIB,"Newman, Jayson",8894720,Right,MIS_PAD,Undefined,3,Bottom,2,0,0,Fastball,Cutter,FoulBall,Undefined,Undefined,Undefined,0,0,,92.57573,-2.060441,-1.135811,2506.920562,168.876647,11:45,6.54873,1.09414,5.9425,-15.36847,17.08757,-3.16252,3.3556,-0.22309,84.87965,-4.979089,-1.703841,0.410033,,,,,,,,,,,,1.29536,9.58363,-1.00206,50,6.37558,2.80787,-134.40108,-5.28459,2.37853,28.07759,-14.57673,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,deb2e610-ff56-11ed-b453-ebf3d8e2a684,91.9253,,,7.69608,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:00:08.45,2023-05-30T20:00:08.4516396-06:00,2023-05-31T02:00:08.4516396Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,aaf1afaf-d64f-4d12-a401-7400a68f9aac,54.55201,-135.3487,14.0388,6.54563,-4.79262,-7.28836,-1.09547,2.7276,1.18927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
100,2023-05-30,20:00:26.23,7,2,"Scafidi, Christian",1000057224,Right,ROC_VIB,"Newman, Jayson",8894720,Right,MIS_PAD,Undefined,3,Bottom,2,0,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,92.66025,-1.490449,-0.39013,2563.108797,182.238436,12:00,6.63997,1.22092,5.82587,-14.01863,18.41784,0.68165,4.08587,0.91505,85.05121,-4.163788,-0.26793,0.40991,,,,,,,,,,,,-0.44417,10.04308,-1.18943,50,6.50959,0.88511,-134.59461,-3.90078,-0.82003,27.45218,-13.63242,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,e94f1da0-ff56-11ed-b453-ebf3d8e2a684,91.95298,,,7.60904,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:00:26.23,2023-05-30T20:00:26.2389804-06:00,2023-05-31T02:00:26.2389804Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,6afe5f70-4043-49a6-8711-b8929d53fc87,54.66876,-135.54352,13.72609,6.63628,-3.42957,-6.81621,-1.22051,0.91345,-0.41001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
101,2023-05-30,20:00:42.91,7,3,"Scafidi, Christian",1000057224,Right,ROC_VIB,"Newman, Jayson",8894720,Right,MIS_PAD,Undefined,3,Bottom,2,0,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,91.66782,-0.236649,-0.366116,2449.714236,183.282108,12:00,6.55529,1.23551,5.97013,-17.12221,15.7356,0.84776,4.90904,0.96673,84.31315,-3.476356,-0.21374,0.412563,,,,,,,,,,,,-0.52595,8.4278,-1.20698,50,6.52686,0.81489,-133.28494,-1.0734,-0.95393,26.42322,-16.88775,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,f33e2540-ff56-11ed-b453-ebf3d8e2a684,91.36157,,,7.35467,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:00:42.91,2023-05-30T20:00:42.9190000-06:00,2023-05-31T02:00:42.9190000Z,,v3,518,551,,"Ulliana, Sonny",8900423,Right,ROC_VIB,b8699f01-069c-4c19-afde-53dc218e01a1,54.5266,-134.17932,13.21161,6.55352,-0.50178,-8.44387,-1.23511,0.84718,-0.47696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.72808,2.691969,1.37815,1.313818,-2.5153,4.66058,-0.95245,-5.65905,4.22714,5.25371,63.26509,8.03017,61.50613,-5.57365,57.08828,-3.55269,4.35157,23.16298,-15.46582,5.27869,45.10416,-1.75109,High,High,High,,,High,High,High
102,2023-05-30,20:03:16.10,1,1,"Penrod, Zach",683068,Left,MIS_PAD,"Barfield, Jacob",806460,Right,ROC_VIB,Undefined,4,Top,0,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,92.69978,-3.476909,3.71319,2390.423481,155.57725,11:15,6.5137,-2.27384,5.98753,-13.8304,18.77796,-8.04115,2.12804,0.50225,84.67916,-6.124294,2.271913,0.410995,80.55433,69.22581,104.444761,5221.591381,,,,,67.91844,,,5.20209,10.9743,1.98517,50,6.23107,-8.36803,-134.20305,-8.56117,9.47818,29.30335,-12.17894,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,4e9245c0-ff57-11ed-b453-ebf3d8e2a684,91.71032,109.05271,,8.02062,,,,2.40001,2.08071,-0.49471,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:03:16.10,2023-05-30T20:03:16.1065004-06:00,2023-05-31T02:03:16.1065004Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,1465a349-b105-4ae1-a6a8-1b026dda275c,54.51081,-135.1844,14.65167,6.51095,-8.15331,-6.08947,2.27073,-8.68545,4.73909,342.494836,2.4,-10.45041,-8.67252,4.00624,-1.1222,0.18816,0.01452,-0.01774,0.00321,2.08071,110.4656,-34.06911,5.08168,-0.95884,0.11326,0.01019,-0.00944,0.00156,-0.49471,40.57904,-0.91201,-0.89578,0.37988,-0.08426,0.0017,0.00482,-0.00104,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
103,2023-05-30,20:03:28.64,1,2,"Penrod, Zach",683068,Left,MIS_PAD,"Barfield, Jacob",806460,Right,ROC_VIB,Undefined,4,Top,0,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.50481,-2.320536,2.871472,1788.813217,125.715652,10:15,6.36771,-2.24794,6.28691,-28.57628,11.11721,-13.63505,1.84396,-0.73572,76.39139,-7.669529,0.406187,0.453452,,,,,,,,,,,,7.88485,6.85599,2.04244,50,6.18281,-5.55791,-121.12396,-5.74795,11.66893,24.5019,-22.02775,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,560db550-ff57-11ed-b453-ebf3d8e2a684,83.12341,,,7.11342,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:03:28.64,2023-05-30T20:03:28.6445612-06:00,2023-05-31T02:03:28.6445612Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,4a535e0d-2015-4da3-94f3-b028a9e8effd,54.20985,-121.97259,12.25095,6.36867,-4.98501,-11.01387,2.24194,-5.96206,5.83447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
104,2023-05-30,20:03:41.04,1,3,"Penrod, Zach",683068,Left,MIS_PAD,"Barfield, Jacob",806460,Right,ROC_VIB,Undefined,4,Top,0,1,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.52988,-4.098399,4.419113,2008.504198,130.880097,10:15,6.20864,-2.21775,6.58331,-25.91639,13.32115,-13.94217,0.27554,0.67811,76.94318,-8.955464,1.890371,0.45084,,,,,,,,,,,,8.65193,8.5141,1.92052,50,5.9157,-8.87146,-120.91393,-9.38406,12.82752,23.25175,-19.55088,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,5d71f360-ff57-11ed-b453-ebf3d8e2a684,83.60491,,,6.5867,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:03:41.04,2023-05-30T20:03:41.0401836-06:00,2023-05-31T02:03:41.0401836Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,2195439a-53ec-434a-9eb0-b3a8844ab11e,53.91702,-121.66484,11.62588,6.20856,-8.75266,-9.77544,2.21371,-9.28572,6.41376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
105,2023-05-30,20:03:56.39,1,4,"Penrod, Zach",683068,Left,MIS_PAD,"Barfield, Jacob",806460,Right,ROC_VIB,Undefined,4,Top,0,2,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,91.21859,-2.50081,2.887358,2322.523001,155.658257,11:15,6.49645,-2.21563,5.64994,-15.10229,18.76718,-8.01024,2.90101,-0.18787,83.61073,-5.363029,1.458656,0.418866,72.61374,29.26933,164.1557,2729.673163,,,,,57.42904,,,4.87099,10.54548,1.97606,50,6.27478,-6.32288,-132.26819,-6.24892,8.65805,27.32585,-13.42968,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,6699b360-ff57-11ed-b453-ebf3d8e2a684,89.9868,26.48215,,7.60785,,,,1.90766,2.94725,0.21149,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:03:56.39,2023-05-30T20:03:56.3900460-06:00,2023-05-31T02:03:56.3900460Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,a8188b66-257e-43b7-85ee-d12234fed4de,54.84875,-133.26614,13.66292,6.49404,-5.75846,-6.71484,2.21275,-6.63908,4.32902,345.732112,1.90766,-89.3736,5.76666,-0.27171,0.02379,0.0149,-0.00307,0.00072,-0.00013,2.94725,52.0695,-27.01703,3.15475,-0.6811,0.14057,-0.02752,0.00586,-0.00078,0.21149,25.36483,-3.56127,0.58869,-0.12097,0.0211,-0.00407,0.00049,5E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
106,2023-05-30,20:04:09.50,1,5,"Penrod, Zach",683068,Left,MIS_PAD,"Barfield, Jacob",806460,Right,ROC_VIB,Undefined,4,Top,0,2,2,ChangeUp,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,83.01715,-1.391944,3.179998,2194.373279,156.670171,11:15,6.23901,-2.29198,5.91772,-36.45632,4.06177,-1.21473,1.90699,0.5609,76.48477,-8.095727,2.962064,0.458138,,,,,,,,,,,,1.49878,2.83516,2.03779,50,6.10655,-6.64545,-120.45284,-4.11542,2.20469,23.12749,-28.00361,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,6e751d40-ff57-11ed-b453-ebf3d8e2a684,82.27317,,,6.53238,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:04:09.50,2023-05-30T20:04:09.5080000-06:00,2023-05-31T02:04:09.5080000Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,254e1f55-afb1-4efd-9fa5-0b793d96b45a,54.58073,-121.32917,11.56375,6.24239,-3.05432,-14.00181,2.29117,-6.72898,1.10234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.26022,,,1.041309,,,,2.80079,4.7223,-2.65931,70.87836,7.19673,-53.89169,2.83632,68.48708,-3.00366,4.79487,17.68978,-14.73739,-2.73804,-53.97722,4.6249,High,High,High,,,High,High,High
107,2023-05-30,20:04:39.29,2,1,"Penrod, Zach",683068,Left,MIS_PAD,"Maxwell, Carson",688109,Right,ROC_VIB,Undefined,4,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.03409,-5.037459,2.253411,2329.499624,154.053531,11:15,6.53896,-1.96019,5.92786,-15.16162,16.65788,-7.59406,0.58586,-0.50115,86.06616,-7.897377,0.890034,0.405992,,,,,,,,,,,,4.56422,10.31095,1.78451,50,6.12666,-5.02555,-136.02813,-12.46627,8.53911,30.2546,-12.88345,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,8023a250-ff57-11ed-b453-ebf3d8e2a684,92.84024,,,7.96793,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:04:39.29,2023-05-30T20:04:39.2944172-06:00,2023-05-31T02:04:39.2944172Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,6e1184ab-e952-48e1-a8c0-50fbf92a14ce,54.57075,-137.04096,15.1273,6.53677,-12.03497,-6.44172,1.95753,-5.31142,4.26955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
108,2023-05-30,20:04:52.20,2,2,"Penrod, Zach",683068,Left,MIS_PAD,"Maxwell, Carson",688109,Right,ROC_VIB,Undefined,4,Top,1,1,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,90.94374,-2.124392,2.082787,2364.654762,158.809741,11:15,6.45366,-2.23573,5.72342,-17.38458,17.06532,-6.13788,3.02407,-0.80645,82.16996,-5.430777,0.985303,0.42244,,,,,,,,,,,,3.7528,9.6854,2.06556,50,6.26564,-4.51414,-131.74035,-5.42001,6.51601,31.12528,-15.35717,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,87df2820-ff57-11ed-b453-ebf3d8e2a684,89.22546,,,8.77378,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:04:52.20,2023-05-30T20:04:52.2055724-06:00,2023-05-31T02:04:52.2055724Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,0a302fa0-3f7c-46d1-b216-5f34dd2f046c,54.77082,-132.86274,15.56264,6.4511,-4.86623,-7.67858,2.23258,-4.74911,3.25801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
109,2023-05-30,20:05:08.32,2,3,"Penrod, Zach",683068,Left,MIS_PAD,"Maxwell, Carson",688109,Right,ROC_VIB,Undefined,4,Top,1,1,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,83.47765,-0.815744,3.122025,1802.01786,99.275012,9:15,6.24786,-2.31926,6.59662,-35.61939,3.78599,-14.94564,2.53106,-0.70161,75.98168,-7.493191,0.404063,0.451803,,,,,,,,,,,,8.75985,2.67953,2.11133,50,6.17787,-6.05856,-121.16797,-2.76819,12.89491,25.85022,-28.22967,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,917d9ec0-ff57-11ed-b453-ebf3d8e2a684,83.42672,,,7.49597,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:05:08.32,2023-05-30T20:05:08.3257900-06:00,2023-05-31T02:05:08.3257900Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,be1424b9-8d97-43c3-9f73-1a66dde03b84,53.90033,-121.99724,12.92511,6.25214,-1.86259,-14.11483,2.31232,-6.47223,6.44746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
110,2023-05-30,20:05:32.50,2,4,"Penrod, Zach",683068,Left,MIS_PAD,"Maxwell, Carson",688109,Right,ROC_VIB,Undefined,4,Top,1,1,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Single,0,0,,92.99037,-2.949922,2.854614,2408.380851,157.112555,11:15,6.32431,-2.02705,6.22353,-17.24588,15.11332,-5.89567,2.15954,0.11771,84.20267,-6.239123,1.791337,0.409421,103.59701,-9.771881,2.725689,,,,,13.20273,12.4986,1.860596,0.08707,3.93689,9.08583,1.81631,50,6.09476,-6.46428,-134.69247,-7.45084,7.14878,32.41133,-15.67557,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,9fe38880-ff57-11ed-b453-ebf3d8e2a684,92.06277,2.08726,,8.7877,,,,0.23632,2.08726,-0.16023,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:05:32.50,2023-05-30T20:05:32.5025836-06:00,2023-05-31T02:05:32.5025836Z,GroundBall,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,8d94f356-e3c4-4a44-86e6-de1eb774e7af,54.27202,-135.71656,16.20566,6.32235,-6.95554,-7.83779,2.02413,-6.69015,3.57439,174.026856,0.23625,149.57846,-8.4673,,,,,,,2.08712,-25.7681,20.66146,,,,,,,-0.16021,7.11836,-4.08018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
111,2023-05-30,20:06:07.80,3,1,"Penrod, Zach",683068,Left,MIS_PAD,"Ulliana, Sonny",8900423,Right,ROC_VIB,Undefined,4,Top,1,0,0,Slider,Cutter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,84.97704,-2.03461,3.588534,2272.780752,179.767299,12:00,6.18151,-2.32823,6.14272,-28.48194,9.89662,-0.03539,1.92338,0.98927,78.20641,-7.324901,3.582168,0.445878,,,,,,,,,,,,1.00256,6.03055,2.05464,50,6.01141,-7.72799,-123.24767,-5.25913,1.54425,24.17037,-22.88504,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,b4ee30e0-ff57-11ed-b453-ebf3d8e2a684,84.53539,,,6.77063,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:06:07.80,2023-05-30T20:06:07.8074924-06:00,2023-05-31T02:06:07.8074924Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,b96ac4e0-8adb-4481-a897-39f4abeb88bb,54.356,-124.09899,12.08518,6.18245,-4.45308,-11.44252,2.32779,-7.78238,0.77212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
112,2023-05-30,20:06:26.78,3,2,"Penrod, Zach",683068,Left,MIS_PAD,"Ulliana, Sonny",8900423,Right,ROC_VIB,Undefined,4,Top,1,0,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,91.0691,-1.374293,2.802237,2370.743752,153.855908,11:15,6.45,-2.1317,5.85327,-16.07225,18.14076,-8.30154,3.83197,-0.21775,82.12224,-4.460976,1.315803,0.420985,,,,,,,,,,,,5.01634,9.97804,1.90826,50,6.32866,-6.06778,-131.87596,-3.61346,8.73234,31.05685,-14.80444,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,c039e250-ff57-11ed-b453-ebf3d8e2a684,89.53383,,,8.94686,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:06:26.78,2023-05-30T20:06:26.7860524-06:00,2023-05-31T02:06:26.7860524Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,f964b56b-3eca-4db6-bcf8-28b71b971107,54.6376,-132.96363,15.52843,6.44613,-3.09498,-7.40222,2.12612,-6.37361,4.36617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
113,2023-05-30,20:06:45.48,3,3,"Penrod, Zach",683068,Left,MIS_PAD,"Ulliana, Sonny",8900423,Right,ROC_VIB,Undefined,4,Top,1,0,2,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,83.64694,-0.490925,3.163366,2233.825574,229.623345,1:45,6.08652,-2.48503,5.88494,-36.46722,3.36685,2.57122,2.59101,0.66969,77.16988,-7.195338,3.623972,0.454254,,,,,,,,,,,,-0.48142,2.18417,2.22812,50,6.0256,-6.81035,-121.4376,-2.24072,-0.72159,22.94727,-28.90021,MIS_PAD,ROC_VIB,OgrenPark,Independent,PIO,20230530-OgrenPark-2,cb6317a0-ff57-11ed-b453-ebf3d8e2a684,82.97655,,,6.47705,,,,,,,c3a11eb5-f8ee-4979-904a-4acaf63c13cc,2023-05-31,02:06:45.48,2023-05-30T20:06:45.4859308-06:00,2023-05-31T02:06:45.4859308Z,,v3,518,551,,"Bernard, Austin",676640,Right,MIS_PAD,bacf2e03-cadd-46dc-ad8e-99aff1a5d5bc,54.61449,-122.30646,11.47364,6.08973,-1.14646,-14.4501,2.48547,-6.78303,-0.3608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
